epoch,series,value,evalSet,evalRows
3.39,train_grad_norm,1.3076227903366089,,
3.39,train_learning_rate,1.5173988400773281e-05,,
3.4,train_loss,1.7345,,
3.4,train_grad_norm,1.3563491106033325,,
3.4,train_learning_rate,1.5007332844477034e-05,,
3.41,train_loss,1.7345,,
3.41,train_grad_norm,1.2584950923919678,,
3.41,train_learning_rate,1.4840677288180787e-05,,
3.41,train_loss,1.7101,,
3.41,train_grad_norm,1.1980640888214111,,
3.41,train_learning_rate,1.467402173188454e-05,,
3.42,train_loss,1.7487,,
3.42,train_grad_norm,1.147915244102478,,
3.42,train_learning_rate,1.4507366175588293e-05,,
3.43,train_loss,1.7361,,
3.43,train_grad_norm,1.1344102621078491,,
3.43,train_learning_rate,1.4340710619292046e-05,,
3.43,train_loss,1.7288,,
3.43,train_grad_norm,1.436993956565857,,
3.43,train_learning_rate,1.4174055062995801e-05,,
3.44,train_loss,1.7163,,
3.44,train_grad_norm,1.8895591497421265,,
3.44,train_learning_rate,1.4007399506699554e-05,,
3.45,train_loss,1.7202,,
3.45,train_grad_norm,1.1913447380065918,,
3.45,train_learning_rate,1.3840743950403307e-05,,
3.45,train_loss,1.7147,,
3.45,train_grad_norm,1.4498412609100342,,
3.45,train_learning_rate,1.367408839410706e-05,,
3.46,train_loss,1.7262,,
3.46,train_grad_norm,1.0846667289733887,,
3.46,train_learning_rate,1.3507432837810813e-05,,
3.47,train_loss,1.7334,,
3.47,train_grad_norm,1.145364761352539,,
3.47,train_learning_rate,1.3340777281514566e-05,,
3.47,train_loss,1.7379,,
3.47,train_grad_norm,1.3047250509262085,,
3.47,train_learning_rate,1.3174121725218319e-05,,
3.48,train_loss,1.749,,
3.48,train_grad_norm,1.047564148902893,,
3.48,train_learning_rate,1.3007466168922072e-05,,
3.49,train_loss,1.7166,,
3.49,train_grad_norm,1.3800054788589478,,
3.49,train_learning_rate,1.2840810612625825e-05,,
3.49,train_loss,1.7186,,
3.49,train_grad_norm,1.5466457605361938,,
3.49,train_learning_rate,1.2674155056329578e-05,,
3.5,train_loss,1.7213,,
3.5,train_grad_norm,1.5041719675064087,,
3.5,train_learning_rate,1.2507499500033331e-05,,
3.51,train_loss,1.7466,,
3.51,train_grad_norm,1.2076780796051025,,
3.51,train_learning_rate,1.2340843943737084e-05,,
3.51,train_loss,1.7219,,
3.51,train_grad_norm,1.4526180028915405,,
3.51,train_learning_rate,1.2174188387440837e-05,,
3.52,train_loss,1.7097,,
3.52,train_grad_norm,1.1313565969467163,,
3.52,train_learning_rate,1.2007532831144592e-05,,
3.53,train_loss,1.726,,
3.53,train_grad_norm,1.4038957357406616,,
3.53,train_learning_rate,1.1840877274848345e-05,,
3.53,train_loss,1.7518,,
3.53,train_grad_norm,1.4171923398971558,,
3.53,train_learning_rate,1.1674221718552098e-05,,
3.54,train_loss,1.7214,,
3.54,train_grad_norm,1.250667691230774,,
3.54,train_learning_rate,1.1507566162255851e-05,,
3.55,train_loss,1.7131,,
3.55,train_grad_norm,1.277039885520935,,
3.55,train_learning_rate,1.1340910605959604e-05,,
3.55,train_loss,1.7268,,
3.55,train_grad_norm,1.2121524810791016,,
3.55,train_learning_rate,1.1174255049663357e-05,,
3.56,train_loss,1.7317,,
3.56,train_grad_norm,1.0876506567001343,,
3.56,train_learning_rate,1.100759949336711e-05,,
3.57,train_loss,1.7299,,
3.57,train_grad_norm,1.074007511138916,,
3.57,train_learning_rate,1.0840943937070861e-05,,
3.57,train_loss,1.7096,,
3.57,train_grad_norm,1.2817631959915161,,
3.57,train_learning_rate,1.0674288380774614e-05,,
3.58,train_loss,1.6745,,
3.58,train_grad_norm,1.1177966594696045,,
3.58,train_learning_rate,1.0507632824478367e-05,,
3.59,train_loss,1.7433,,
3.59,train_grad_norm,1.126328945159912,,
3.59,train_learning_rate,1.034097726818212e-05,,
3.59,train_loss,1.7253,,
3.59,train_grad_norm,1.52167809009552,,
3.59,train_learning_rate,1.0174321711885875e-05,,
3.6,train_loss,1.7154,,
3.6,train_grad_norm,1.2465635538101196,,
3.6,train_learning_rate,1.0007666155589628e-05,,
3.61,train_loss,1.7297,,
3.61,train_grad_norm,1.2361286878585815,,
3.61,train_learning_rate,9.841010599293381e-06,,
3.61,train_loss,1.7038,,
3.61,train_grad_norm,1.3440005779266357,,
3.61,train_learning_rate,9.674355042997134e-06,,
3.62,train_loss,1.7038,,
3.62,train_grad_norm,1.2019343376159668,,
3.62,train_learning_rate,9.507699486700887e-06,,
3.63,train_loss,1.6952,,
3.63,train_grad_norm,1.249773383140564,,
3.63,train_learning_rate,9.34104393040464e-06,,
3.63,train_loss,1.7285,,
3.63,train_grad_norm,0.9977023005485535,,
3.63,train_learning_rate,9.174388374108393e-06,,
3.64,train_loss,1.7334,,
3.64,train_grad_norm,1.1038163900375366,,
3.64,train_learning_rate,9.007732817812146e-06,,
3.65,train_loss,1.7236,,
3.65,train_grad_norm,1.0675655603408813,,
3.65,train_learning_rate,8.8410772615159e-06,,
3.65,train_loss,1.706,,
3.65,train_grad_norm,1.720101237297058,,
3.65,train_learning_rate,8.674421705219652e-06,,
3.66,train_loss,1.7326,,
3.66,train_grad_norm,1.200327754020691,,
3.66,train_learning_rate,8.507766148923405e-06,,
3.67,train_loss,1.7028,,
3.67,train_grad_norm,1.1498006582260132,,
3.67,train_learning_rate,8.341110592627158e-06,,
3.67,train_loss,1.7115,,
3.67,train_grad_norm,1.2718621492385864,,
3.67,train_learning_rate,8.174455036330911e-06,,
3.68,train_loss,1.7208,,
3.68,train_grad_norm,1.2403713464736938,,
3.68,train_learning_rate,8.007799480034666e-06,,
3.69,train_loss,1.7042,,
3.69,train_grad_norm,1.1891220808029175,,
3.69,train_learning_rate,7.841143923738419e-06,,
3.69,train_loss,1.711,,
3.69,train_grad_norm,1.0538018941879272,,
3.69,train_learning_rate,7.67448836744217e-06,,
3.7,train_loss,1.7134,,
3.7,train_grad_norm,1.0508081912994385,,
3.7,train_learning_rate,7.5078328111459235e-06,,
3.71,train_loss,1.7298,,
3.71,train_grad_norm,1.1780452728271484,,
3.71,train_learning_rate,7.3411772548496765e-06,,
3.71,train_loss,1.7094,,
3.71,train_grad_norm,1.209612488746643,,
3.71,train_learning_rate,7.1745216985534295e-06,,
3.72,train_loss,1.7291,,
3.72,train_grad_norm,1.0208173990249634,,
3.72,train_learning_rate,7.0078661422571826e-06,,
3.73,train_loss,1.6999,,
3.73,train_grad_norm,1.1650333404541016,,
3.73,train_learning_rate,6.841210585960936e-06,,
3.73,train_loss,1.7177,,
3.73,train_grad_norm,1.307192087173462,,
3.73,train_learning_rate,6.6745550296646895e-06,,
3.74,train_loss,1.7025,,
3.74,train_grad_norm,1.1874666213989258,,
3.74,train_learning_rate,6.5078994733684425e-06,,
3.75,train_loss,1.6971,,
3.75,train_grad_norm,1.4861794710159302,,
3.75,train_learning_rate,6.3412439170721955e-06,,
3.75,train_loss,1.7177,,
3.75,train_grad_norm,1.2235188484191895,,
3.75,train_learning_rate,6.1745883607759485e-06,,
3.76,train_loss,1.7233,,
3.76,train_grad_norm,1.3893738985061646,,
3.76,train_learning_rate,6.0079328044797015e-06,,
3.77,train_loss,1.6973,,
3.77,train_grad_norm,1.2985912561416626,,
3.77,train_learning_rate,5.8412772481834546e-06,,
3.77,train_loss,1.7102,,
3.77,train_grad_norm,1.299763798713684,,
3.77,train_learning_rate,5.6746216918872084e-06,,
3.78,train_loss,1.7162,,
3.78,train_grad_norm,1.4665281772613525,,
3.78,train_learning_rate,5.5079661355909614e-06,,
3.79,train_loss,1.7377,,
3.79,train_grad_norm,1.4171181917190552,,
3.79,train_learning_rate,5.341310579294714e-06,,
3.79,train_loss,1.7058,,
3.79,train_grad_norm,1.5200448036193848,,
3.79,train_learning_rate,5.174655022998467e-06,,
3.8,train_loss,1.7429,,
3.8,train_grad_norm,1.1152653694152832,,
3.8,train_learning_rate,5.00799946670222e-06,,
3.81,train_loss,1.7157,,
3.81,train_grad_norm,1.406016230583191,,
3.81,train_learning_rate,4.841343910405973e-06,,
3.81,train_loss,1.682,,
3.81,train_grad_norm,1.314806342124939,,
3.81,train_learning_rate,4.6746883541097266e-06,,
3.82,train_loss,1.7277,,
3.82,train_grad_norm,1.258819818496704,,
3.82,train_learning_rate,4.50803279781348e-06,,
3.83,train_loss,1.688,,
3.83,train_grad_norm,1.2711535692214966,,
3.83,train_learning_rate,4.341377241517233e-06,,
3.83,train_loss,1.7147,,
3.83,train_grad_norm,1.2792189121246338,,
3.83,train_learning_rate,4.174721685220986e-06,,
3.84,train_loss,1.733,,
3.84,train_grad_norm,1.3982168436050415,,
3.84,train_learning_rate,4.008066128924739e-06,,
3.85,train_loss,1.7007,,
3.85,train_grad_norm,1.0819536447525024,,
3.85,train_learning_rate,3.841410572628492e-06,,
3.85,train_loss,1.7155,,
3.85,train_grad_norm,1.1418101787567139,,
3.85,train_learning_rate,3.6747550163322443e-06,,
3.86,train_loss,1.7205,,
3.86,train_grad_norm,1.293825626373291,,
3.86,train_learning_rate,3.5080994600359977e-06,,
3.87,train_loss,1.6969,,
3.87,train_grad_norm,1.2257598638534546,,
3.87,train_learning_rate,3.3414439037397507e-06,,
3.87,train_loss,1.7213,,
3.87,train_grad_norm,1.1146469116210938,,
3.87,train_learning_rate,3.1747883474435038e-06,,
3.88,train_loss,1.704,,
3.88,train_grad_norm,1.1422926187515259,,
3.88,train_learning_rate,3.008132791147257e-06,,
3.89,train_loss,1.7071,,
3.89,train_grad_norm,1.3566943407058716,,
3.89,train_learning_rate,2.8414772348510102e-06,,
3.89,train_loss,1.7159,,
3.89,train_grad_norm,1.313826560974121,,
3.89,train_learning_rate,2.674821678554763e-06,,
3.9,train_loss,1.7044,,
3.9,train_grad_norm,1.9083797931671143,,
3.9,train_learning_rate,2.5081661222585163e-06,,
3.91,train_loss,1.7152,,
3.91,train_grad_norm,1.1866211891174316,,
3.91,train_learning_rate,2.3415105659622693e-06,,
3.91,train_loss,1.6852,,
3.91,train_grad_norm,1.3963369131088257,,
3.91,train_learning_rate,2.1748550096660223e-06,,
3.92,train_loss,1.7268,,
3.92,train_grad_norm,1.2248932123184204,,
3.92,train_learning_rate,2.0081994533697758e-06,,
3.93,train_loss,1.7208,,
3.93,train_grad_norm,1.1644989252090454,,
3.93,train_learning_rate,1.8415438970735283e-06,,
3.93,train_loss,1.6834,,
3.93,train_grad_norm,1.2875101566314697,,
3.93,train_learning_rate,1.6748883407772816e-06,,
3.94,train_loss,1.7205,,
3.94,train_grad_norm,1.3194092512130737,,
3.94,train_learning_rate,1.5082327844810346e-06,,
3.95,train_loss,1.7135,,
3.95,train_grad_norm,1.3450798988342285,,
3.95,train_learning_rate,1.3415772281847876e-06,,
3.95,train_loss,1.7256,,
3.95,train_grad_norm,1.2728196382522583,,
3.95,train_learning_rate,1.1749216718885409e-06,,
3.96,train_loss,1.6942,,
3.96,train_grad_norm,1.4206202030181885,,
3.96,train_learning_rate,1.0082661155922939e-06,,
3.97,train_loss,1.6899,,
3.97,train_grad_norm,1.1697380542755127,,
3.97,train_learning_rate,8.416105592960469e-07,,
3.97,train_loss,1.7017,,
3.97,train_grad_norm,1.1656622886657715,,
3.97,train_learning_rate,6.749550029998e-07,,
3.98,train_loss,1.6991,,
3.98,train_grad_norm,1.232823371887207,,
3.98,train_learning_rate,5.082994467035532e-07,,
3.99,train_loss,1.7183,,
3.99,train_grad_norm,1.194550633430481,,
3.99,train_learning_rate,3.416438904073062e-07,,
3.99,train_loss,1.7133,,
3.99,train_grad_norm,1.3650164604187012,,
3.99,train_learning_rate,1.7498833411105928e-07,,
4.0,train_loss,1.6834,,
4.0,train_grad_norm,1.4429702758789062,,
4.0,train_learning_rate,8.332777814812346e-09,,
